"Row.names","Date","EP.experimentator...Imaging.acquisition","Condition","ID.embryo","Cell.Segmentation","Threshold.nuclei","Threshold.membrane","Surface.Segmentation","Threshold.surface","Merged.cells.to.get.new.surface.information.from.cell.segmentation","Shortest.distance.between.ATM.group.to.TVC.group..from.edge.to.edge..µm","Comment.on.the.distance","Comment.on.the.embryo","Comment.detailed","Details.phenotype","Quality.of.segmentation.based.on.labelling..good..correct..not.good.","Comments","Name","Phenotype","migration.perturbed","division.perturbed","orientation.perturbed"
"Dync2h.image20_right.2020_06_17","2020_06_17","Yelena Bernadskaya","Dync2h","image20_right","yes",30,20.4,"-","-","yes","23.9","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated in the trunk and divided with the TVCs","correct","-","Dync2h.image20_right.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"Dync2h.image3_left.2020_06_17","2020_06_17","Yelena Bernadskaya","Dync2h","image3_left","yes",15.1,13.2,"-","-","yes","29.3","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate, it stayed in the tail and didn't divide","correct","Ambiguous phenotype between left and right side; Don't see all the ATM cells (image not centered)","Dync2h.image3_left.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"Dync2h.image3_right.2020_06_17","2020_06_17","Yelena Bernadskaya","Dync2h","image3_right","yes",15.1,10.7,"-","-","yes","23","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate, it stayed in the tail and didn't divide","not good","Ambiguous phenotype between left and right side","Dync2h.image3_right.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"Dync2h.image4_left.2020_06_17","2020_06_17","Yelena Bernadskaya","Dync2h","image4_left","yes",20.2,11.2,"-","-","yes","20.1","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate, it stayed in the tail and didn't divide","good","-","Dync2h.image4_left.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"Dync2h.image4_right.2020_06_17","2020_06_17","Yelena Bernadskaya","Dync2h","image4_right","yes",27.2,15.1,"-","-","yes","20.7","-","problem migration and division","enhanced ATM migration / inhibited TVC division","one of the ATM migrated in the trunk with the TVCs; and the 2 TVCs didn't divide in the trunk","good","-","Dync2h.image4_right.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"Dync2h.image5.2020_06_17","2020_06_17","Yelena Bernadskaya","Dync2h","image5","yes",35.2,14.9,"-","-","yes","15.1","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate because it is still attached to the ATMs, and it didn't divide; the other TVC didn't divide in the trunk","correct","-","Dync2h.image5.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"Dync2h.image6.2020_06_17","2020_06_17","Yelena Bernadskaya","Dync2h","image6","yes",34.8,19.7,"-","-","yes","42.4","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate because it is still attached to the ATMs, and it didn't divide; the other TVC didn't divide completely in the trunk (but in the segmentation nuclei enough far so considered as 2 cells)","not good","-","Dync2h.image6.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"Dync2h.image7.2020_06_17","2020_06_17","Yelena Bernadskaya","Dync2h","image7","yes",20.1,11,"-","-","yes","14.4","-","look like WT","look like WT","all look like WT","good","-","Dync2h.image7.2020_06_17","WT",FALSE,FALSE,FALSE
"Dync2h.image8.2020_06_17","2020_06_17","Yelena Bernadskaya","Dync2h","image8","yes",13.9,17.3,"-","-","yes","0","groups connected","problem migration","enhanced ATM migration","the ATMs migrate a bit in the trunk, they are still attached to the TVCs","good","-","Dync2h.image8.2020_06_17","migration perturbed",TRUE,FALSE,FALSE
"Dync2h.image9_left.2020_06_17","2020_06_17","Yelena Bernadskaya","Dync2h","image9_left","yes",7.48,10.1,"-","-","yes","9.17","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVC didn't migrate, it stayed in the tail and didn't divide","good","-","Dync2h.image9_left.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"Dync2h.image9_right.2020_06_17","2020_06_17","Yelena Bernadskaya","Dync2h","image9_right","yes",15,17.2,"-","-","yes","13.9","-","look like WT","look like WT","all look like WT","good","-","Dync2h.image9_right.2020_06_17","WT",FALSE,FALSE,FALSE
"Dync2h.slide1_image1_left.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide1_image1_left","yes",90.1,29,"-","-","yes","0","groups connected","problem migration and division","inhibited TVC migration / inhibited TVC division","the 2 TVCs didn't migrated completely, still attached to the ATMs and they didn't divide","good","-","Dync2h.slide1_image1_left.2020_10_07","migration/division perturbed",TRUE,TRUE,FALSE
"Dync2h.slide1_image1_right.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide1_image1_right","yes",71.5,22.7,"-","-","yes","0","groups connected","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATMs migrated with the TVCs in the trunk but not completely so still attached to the other ATM in the tail, and the ATM that migrated divided in the trunk; the ATM that stayed in the tail divided too","good","-","Dync2h.slide1_image1_right.2020_10_07","migration/division perturbed",TRUE,TRUE,FALSE
"Dync2h.slide1_image10.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide1_image10","yes",75.8,27.5,"-","-","yes","27.6","-","look like WT","look like WT","all look like WT","good","-","Dync2h.slide1_image10.2020_10_07","WT",FALSE,FALSE,FALSE
"Dync2h.slide1_image11_left.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide1_image11_left","yes",64,39.9,"-","-","yes","25.2","-","look like WT","look like WT","all look like WT","correct","-","Dync2h.slide1_image11_left.2020_10_07","WT",FALSE,FALSE,FALSE
"Dync2h.slide1_image11_right.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide1_image11_right","yes",80.3,32.3,"-","-","yes","17.8","-","problem division","inhibited TVC division","one of the TVCs didn't divide in the trunk","not good","-","Dync2h.slide1_image11_right.2020_10_07","division perturbed",FALSE,TRUE,FALSE
"Dync2h.slide1_image14.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide1_image14","yes",95,37.6,"-","-","yes","30.5","-","problem migration and division","inhibited TVC migration / inhibited TVC division","one of the TVCs didn't migrate and didn't divide, it stayed in the tail with the ATMs","not good","-","Dync2h.slide1_image14.2020_10_07","migration/division perturbed",TRUE,TRUE,FALSE
"Dync2h.slide1_image2.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide1_image2","yes",88.5,25.1,"-","-","yes","25.9","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","good","-","Dync2h.slide1_image2.2020_10_07","division perturbed",FALSE,TRUE,FALSE
"Dync2h.slide1_image21.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide1_image21","yes",83.5,45.4,"-","-","yes","11.3","-","look like WT","look like WT","all look like WT","good","-","Dync2h.slide1_image21.2020_10_07","WT",FALSE,FALSE,FALSE
"Dync2h.slide1_image23.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide1_image23","yes",87.3,57.7,"-","-","yes","10.5","-","problem division","inhibited TVC division","one of the TVCs didn't divide in the trunk","good","-","Dync2h.slide1_image23.2020_10_07","division perturbed",FALSE,TRUE,FALSE
"Dync2h.slide1_image27_left.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide1_image27_left","yes",80.2,32.8,"-","-","yes","-","only one group in the trunk - no distance","problem migration and division","enhanced ATM migration / enhanced ATM division","the 2 ATMs migrated and divided with the TVCs in the trunk","good","-","Dync2h.slide1_image27_left.2020_10_07","migration/division perturbed",TRUE,TRUE,FALSE
"Dync2h.slide1_image27_right.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide1_image27_right","yes",77.5,30.1,"-","-","yes","21.2","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATMs migrated and divided with the TVCs in the trunk","good","-","Dync2h.slide1_image27_right.2020_10_07","migration/division perturbed",TRUE,TRUE,FALSE
"Dync2h.slide1_image5.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide1_image5","yes",85,42.5,"-","-","yes","32.7","-","look like WT","look like WT","all look like WT","correct","-","Dync2h.slide1_image5.2020_10_07","WT",FALSE,FALSE,FALSE
"Dync2h.slide1_image7_right.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide1_image7_right","yes",95.1,48.4,"-","-","yes","49.8","-","look like WT","look like WT","all look like WT","good","-","Dync2h.slide1_image7_right.2020_10_07","WT",FALSE,FALSE,FALSE
"Dync2h.slide1_image8.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide1_image8","yes",76.4,25.3,"-","-","yes","30.4","-","problem division","inhibited TVC division / problem disposition ATM","the 2 TVCs didn't divide in the trunk; the ATMs are separated from each other","good","-","Dync2h.slide1_image8.2020_10_07","division perturbed",FALSE,TRUE,FALSE
"Dync2h.slide2_image10.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image10","yes",82.1,37.6,"-","-","yes","21.8","-","look like WT","look like WT","all look like WT","good","-","Dync2h.slide2_image10.2020_10_07","WT",FALSE,FALSE,FALSE
"Dync2h.slide2_image11.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image11","yes",84.3,40.4,"-","-","yes","21.1","-","problem migration","inhibited TVC migration","one of the TVC didn't migrate, it stayed in the tail with the ATMs and divided","good","-","Dync2h.slide2_image11.2020_10_07","migration perturbed",TRUE,FALSE,FALSE
"Dync2h.slide2_image12.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image12","yes",88,30.2,"-","-","yes","30.6","-","look like WT","look like WT","all look like WT","good","-","Dync2h.slide2_image12.2020_10_07","WT",FALSE,FALSE,FALSE
"Dync2h.slide2_image13.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image13","yes",86.5,35.2,"-","-","yes","35.4","-","look like WT","look like WT","all look like WT","good","-","Dync2h.slide2_image13.2020_10_07","WT",FALSE,FALSE,FALSE
"Dync2h.slide2_image16.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image16","yes",82,30.2,"-","-","yes","32.2","-","problem orientation","TVC cell alignment","one of the TVC divided but not in the medio-laterale orientation, so cells are aligned","good","-","Dync2h.slide2_image16.2020_10_07","orientation perturbed",FALSE,FALSE,TRUE
"Dync2h.slide2_image18_left.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image18_left","yes",64.2,32.3,"-","-","yes","0","groups connected","problem migration and division","enhanced ATM migration / inhibited TVC division","one of the ATM migrated with the TVCs in the trunk but still attached to the other ATM in the tail; and one of the TVCs didn't divide in the trunk","good","-","Dync2h.slide2_image18_left.2020_10_07","migration/division perturbed",TRUE,TRUE,FALSE
"Dync2h.slide2_image19.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image19","yes",95.3,30.9,"-","-","yes","34","-","look like WT","look like WT","all look like WT","good","-","Dync2h.slide2_image19.2020_10_07","WT",FALSE,FALSE,FALSE
"Dync2h.slide2_image2.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image2","yes",84.7,35.1,"-","-","yes","45","-","look like WT","look like WT","all look like WT","good","-","Dync2h.slide2_image2.2020_10_07","WT",FALSE,FALSE,FALSE
"Dync2h.slide2_image20_left.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image20_left","yes",77.7,30.3,"-","-","yes","30.8","-","look like WT","look like WT","all look like WT","good","-","Dync2h.slide2_image20_left.2020_10_07","WT",FALSE,FALSE,FALSE
"Dync2h.slide2_image20_right.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image20_right","yes",90.2,30.3,"-","-","yes","6.45","-","problem migration","enhanced ATM migration","one of the ATM migrated with the TVCs in the trunk","good","-","Dync2h.slide2_image20_right.2020_10_07","migration perturbed",TRUE,FALSE,FALSE
"Dync2h.slide2_image22_left.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image22_left","yes",85.8,40.3,"-","-","yes","37.4","-","look like WT","look like WT","all look like WT","good","-","Dync2h.slide2_image22_left.2020_10_07","WT",FALSE,FALSE,FALSE
"Dync2h.slide2_image22_right.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image22_right","yes",85.8,32.9,"-","-","yes","35.5","-","look like WT","look like WT","all look like WT","correct","-","Dync2h.slide2_image22_right.2020_10_07","WT",FALSE,FALSE,FALSE
"Dync2h.slide2_image3.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image3","yes",97.5,39.7,"-","-","yes","24.8","-","look like WT","look like WT","all look like WT","good","-","Dync2h.slide2_image3.2020_10_07","WT",FALSE,FALSE,FALSE
"Dync2h.slide2_image5.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image5","yes",85.2,35.3,"-","-","yes","43.1","-","look like WT","look like WT","all look like WT","good","-","Dync2h.slide2_image5.2020_10_07","WT",FALSE,FALSE,FALSE
"Dync2h.slide2_image8_left.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image8_left","yes",70.2,27.5,"-","-","yes","0","groups connected","problem migration and division","inhibited TVC migration / inhibited TVC division","the 2 TVCs didn't migrated completely, still attached to the ATMs and they didn't divide","correct","Segmentation doesn't reflect the correct signal","Dync2h.slide2_image8_left.2020_10_07","migration/division perturbed",TRUE,TRUE,FALSE
"Dync2h.slide2_image9.2020_10_07","2020_10_07","Margaux Failla","Dync2h","slide2_image9","yes",84,27.5,"-","-","yes","32.9","distance should be shorter, missing a part because detach from the cell","problem migration","inhibited TVC migration","one of the TVCs didn't migrate it stayed in the tail and divided","good","Missing a part of the segmentation because detach from the cells","Dync2h.slide2_image9.2020_10_07","migration perturbed",TRUE,FALSE,FALSE
"EPB4.1.image1.2020_06_17","2020_06_17","Yelena Bernadskaya","EPB4.1","image1","yes",60,16.3,"-","-","yes","21.9","-","problem migration and division","enhanced ATM migration / enhanced ATM division","one of the ATM migrated in the trunk and divided with the TVCs","good","-","EPB4.1.image1.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"EPB4.1.image10_right.2020_06_17","2020_06_17","Yelena Bernadskaya","EPB4.1","image10_right","yes",45.1,20.3,"-","-","yes","26.2","-","problem division","enhanced ATM division / inhibited TVC division","the 2 ATMs divided in the tail; and one of the TVC didn't divide in the trunk","correct","Ambiguous phenotype, difficult to identify the cells","EPB4.1.image10_right.2020_06_17","division perturbed",FALSE,TRUE,FALSE
"EPB4.1.image11.2020_06_17","2020_06_17","Yelena Bernadskaya","EPB4.1","image11","yes",60.7,23.1,"-","-","yes","39.8","-","problem division","inhibited TVC division","the 2 TVCs didn't divide in the trunk","not good","One ATM seems to be very small compare to the other one","EPB4.1.image11.2020_06_17","division perturbed",FALSE,TRUE,FALSE
"EPB4.1.image12.2020_06_17","2020_06_17","Yelena Bernadskaya","EPB4.1","image12","yes",44.7,20.1,"-","-","yes","32.4","-","problem migration and division","enhanced ATM division / inhibited TVC division","one of the ATM migrated in the trunk; and one of the TVC didn't divide in the trunk","good","Ambiguous phenotype, difficult to identify the cells","EPB4.1.image12.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"EPB4.1.image2.2020_06_17","2020_06_17","Yelena Bernadskaya","EPB4.1","image2","yes",20.6,13,"-","-","yes","42.2","-","problem division","inhibited TVC division","one of the TVC didn't divide in the trunk","correct","-","EPB4.1.image2.2020_06_17","division perturbed",FALSE,TRUE,FALSE
"EPB4.1.image3.2020_06_17","2020_06_17","Yelena Bernadskaya","EPB4.1","image3","yes",37.9,13.8,"-","-","yes","24.1","-","problem migration and division","enhanced ATM migration / inhibited TVC division","one of the ATM migrated in the trunk with the TVCs; the 2 TVCs didn't divide in the trunk","not good","-","EPB4.1.image3.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
"EPB4.1.image4.2020_06_17","2020_06_17","Yelena Bernadskaya","EPB4.1","image4","yes",50.2,25.4,"-","-","yes","1.98","-","problem migration and division","enhanced ATM migration / inhibited TVC division","the ATMs migrated a bit in the trunk; and one of the TVC didn't divide completely (but not seen in the segmentation, because the nuclei are enough far from each other, so considered as 2 cells)","good","-","EPB4.1.image4.2020_06_17","migration/division perturbed",TRUE,TRUE,FALSE
